video_id,participant_id,duration_sec,duration_min,fps,resolution,train_actions,validation_actions,test_timestamps,labelled_actions,unique_verb_labels,unique_noun_labels,unique_verb_classes,unique_noun_classes,actions_per_min,labelled_action_coverage
P08_21,P08,1406.773,23.446,59.940,1920x1080,341,0,0,341,62,87,32,60,14.544,0.850
P08_22,P08,129.262,2.154,59.940,1920x1080,37,0,0,37,11,16,9,14,17.174,0.761
P08_23,P08,1530.797,25.513,59.940,1920x1080,294,0,0,294,43,66,23,43,11.523,0.853
P08_24,P08,573.807,9.563,59.940,1920x1080,117,0,0,117,28,36,20,32,12.234,0.822
P08_25,P08,21.622,0.360,59.940,1920x1080,7,0,0,7,4,5,4,5,19.425,0.584
P08_26,P08,409.242,6.821,59.940,1920x1080,103,0,0,103,16,38,13,32,15.101,0.774
P08_27,P08,186.136,3.102,59.940,1920x1080,41,0,0,41,16,21,13,19,13.216,0.866
P08_28,P08,34.117,0.569,59.940,1920x1080,15,0,0,15,7,8,7,8,26.379,0.811
P09_01,P09,14.231,0.237,59.940,1920x1080,3,0,0,3,1,3,1,3,12.649,0.347
P09_02,P09,369.686,6.161,59.940,1920x1080,68,0,0,68,18,29,14,24,11.036,0.638
P09_03,P09,146.246,2.437,59.940,1920x1080,34,0,0,34,10,11,7,10,13.949,0.807
P09_04,P09,102.169,1.703,59.940,1920x1080,19,0,0,19,8,12,8,10,11.158,0.601
P09_05,P09,267.684,4.461,59.940,1920x1080,50,0,0,50,16,21,14,20,11.207,0.611
P09_06,P09,403.920,6.732,59.940,1920x1080,69,0,0,69,17,17,14,15,10.250,0.830
P09_07,P09,55.222,0.920,29.970,1920x1080,0,17,0,17,4,3,4,3,18.471,0.866
P09_08,P09,126.460,2.108,29.970,1920x1080,0,27,0,27,9,11,6,8,12.810,0.609
P09_101,P09,458.200,7.637,50.000,1920x1080,0,0,34,0,0,0,0,0,0.000,0.000
P09_102,P09,355.980,5.933,50.000,1920x1080,0,0,45,0,0,0,0,0,0.000,0.000
P09_103,P09,743.600,12.393,50.000,1920x1080,44,0,0,44,20,16,13,14,3.550,0.660
P09_104,P09,553.860,9.231,50.000,1920x1080,85,0,0,85,26,26,18,25,9.208,0.712
P09_105,P09,133.800,2.230,50.000,1920x1080,36,0,0,36,12,11,10,10,16.143,0.566
P09_106,P09,149.360,2.489,50.000,1920x1080,27,0,0,27,12,15,12,14,10.846,0.878
P10_01,P10,912.662,15.211,59.940,1920x1080,123,0,0,123,38,47,22,36,8.086,0.655
P10_02,P10,1222.707,20.378,59.940,1920x1080,150,0,0,150,45,59,25,41,7.361,0.666
P10_03,P10,1842.443,30.707,59.940,1920x1080,0,235,0,235,43,79,23,52,7.653,0.689
P10_04,P10,3359.876,55.998,29.970,1920x1080,506,0,0,506,72,124,35,64,9.036,0.770
P11_01,P11,181.615,3.027,59.940,1920x1080,76,0,0,76,17,16,9,14,25.108,0.992
P11_02,P11,36.086,0.601,59.940,1920x1080,22,0,0,22,9,9,8,7,36.579,0.762
P11_03,P11,136.570,2.276,59.940,1920x1080,51,0,0,51,22,23,15,18,22.406,0.774
P11_04,P11,288.755,4.813,59.940,1920x1080,118,0,0,118,23,18,14,12,24.519,0.983
P11_05,P11,1821.437,30.357,59.940,1920x1080,412,0,0,412,58,49,30,43,13.572,0.852
P11_06,P11,38.388,0.640,59.940,1920x1080,16,0,0,16,9,7,7,7,25.008,0.663
P11_07,P11,26.526,0.442,59.940,1920x1080,12,0,0,12,9,5,8,5,27.143,0.950
P11_08,P11,59.760,0.996,59.940,1920x1080,30,0,0,30,12,12,10,12,30.121,0.817
P11_09,P11,347.214,5.787,59.940,1920x1080,42,0,0,42,21,24,13,18,7.258,0.438
P11_10,P11,21.355,0.356,59.940,1920x1080,6,0,0,6,6,4,5,4,16.858,0.624
P11_101,P11,184.080,3.068,50.000,1920x1080,41,0,0,41,15,13,14,11,13.364,0.815
P11_102,P11,343.520,5.725,50.000,1920x1080,80,0,0,80,20,22,17,20,13.973,0.805
P11_103,P11,226.860,3.781,50.000,1920x1080,74,0,0,74,28,24,17,22,19.572,0.622
P11_104,P11,861.720,14.362,50.000,1920x1080,199,0,0,199,45,42,25,37,13.856,0.675
P11_105,P11,333.660,5.561,50.000,1920x1080,84,0,0,84,18,19,14,18,15.105,0.754
P11_106,P11,748.200,12.470,50.000,1920x1080,0,0,222,0,0,0,0,0,0.000,0.000
P11_107,P11,125.720,2.095,50.000,1920x1080,32,0,0,32,11,15,10,13,15.272,0.645
P11_108,P11,36.360,0.606,50.000,1920x1080,0,0,19,0,0,0,0,0,0.000,0.000
P11_109,P11,213.780,3.563,50.000,1920x1080,120,0,0,120,19,23,12,18,33.679,0.756
P11_11,P11,66.333,1.106,59.940,1920x1080,25,0,0,25,15,10,11,10,22.613,0.812
P11_12,P11,50.033,0.834,59.940,1920x1080,16,0,0,16,10,6,8,5,19.187,0.988
P11_13,P11,63.130,1.052,59.940,1920x1080,24,0,0,24,10,7,8,7,22.810,0.661
P11_14,P11,27.461,0.458,59.940,1920x1080,11,0,0,11,8,4,7,4,24.034,1.279
P11_15,P11,490.573,8.176,59.940,1920x1080,109,0,0,109,31,34,21,27,13.331,0.620
P11_16,P11,353.870,5.898,59.940,1920x1080,86,0,0,86,28,32,19,26,14.582,0.949
P11_17,P11,521.454,8.691,59.940,1920x1080,0,147,0,147,34,24,21,20,16.914,1.001
P11_18,P11,37.921,0.632,59.940,1920x1080,0,18,0,18,7,7,6,7,28.480,0.914
P11_19,P11,85.319,1.422,59.940,1920x1080,0,34,0,34,11,9,8,8,23.910,0.705
P11_20,P11,559.559,9.326,59.940,1920x1080,0,195,0,195,38,50,25,35,20.909,0.840
P11_21,P11,30.614,0.510,59.940,1920x1080,0,11,0,11,9,6,8,6,21.559,0.749
P11_22,P11,235.252,3.921,59.940,1920x1080,0,73,0,73,22,20,14,20,18.618,0.839
P11_23,P11,62.829,1.047,59.940,1920x1080,0,21,0,21,10,8,8,8,20.054,0.792
P11_24,P11,83.567,1.393,59.940,1920x1080,0,24,0,24,9,10,7,9,17.232,0.703
P12_01,P12,411.728,6.862,59.940,1280x720,67,0,0,67,19,22,13,22,9.764,0.698
P12_02,P12,1853.953,30.899,59.940,1280x720,190,0,0,190,31,48,23,41,6.149,0.722
P12_03,P12,1465.865,24.431,59.940,1280x720,0,111,0,111,39,35,24,30,4.543,0.675
P12_04,P12,1912.278,31.871,59.940,1280x720,113,0,0,113,28,38,21,28,3.546,0.629
P12_05,P12,60.360,1.006,59.940,1920x1440,5,0,0,5,5,3,5,3,4.970,0.419
P12_06,P12,170.053,2.834,59.940,1920x1440,28,0,0,28,11,18,10,16,9.879,0.576
P12_07,P12,784.584,13.076,59.940,1920x1080,37,0,0,37,15,26,12,21,2.830,0.591
P12_08,P12,222.322,3.705,59.940,1920x1080,0,26,0,26,13,17,11,15,7.017,0.759
P12_101,P12,2045.860,34.098,50.000,1920x1080,501,0,0,501,57,74,27,43,14.693,0.794
P12_102,P12,1190.280,19.838,50.000,1920x1080,0,0,293,0,0,0,0,0,0.000,0.000
P12_103,P12,640.920,10.682,50.000,1920x1080,137,0,0,137,32,32,21,25,12.825,0.814
P12_104,P12,1136.800,18.947,50.000,1920x1080,292,0,0,292,45,52,23,41,15.412,0.728
P12_105,P12,319.620,5.327,50.000,1920x1080,72,0,0,72,17,8,13,8,13.516,0.648
P13_01,P13,553.920,9.232,59.940,1920x1080,0,49,0,49,14,18,11,17,5.308,0.758
P13_02,P13,69.152,1.153,59.940,1920x1080,0,10,0,10,6,5,6,5,8.676,0.612
P13_03,P13,350.233,5.837,59.940,1920x1080,0,48,0,48,12,17,10,17,8.223,0.643
P13_04,P13,248.098,4.135,59.940,1920x1080,47,0,0,47,10,18,8,15,11.366,0.484
P13_05,P13,397.814,6.630,59.940,1920x1080,36,0,0,36,12,18,11,16,5.430,0.601
P13_06,P13,111.395,1.857,59.940,1920x1080,22,0,0,22,8,10,7,8,11.850,0.588
P13_07,P13,162.162,2.703,59.940,1920x1080,25,0,0,25,12,9,9,9,9.250,0.473
P13_08,P13,2465.113,41.085,59.940,1920x1080,186,0,0,186,32,37,19,29,4.527,0.569
P13_09,P13,540.957,9.016,59.940,1920x1080,57,0,0,57,16,18,13,17,6.322,0.560
P13_10,P13,176.626,2.944,59.940,1920x1080,29,0,0,29,12,14,7,12,9.851,0.327
P14_01,P14,104.304,1.738,59.940,1920x1080,17,0,0,17,10,12,7,12,9.779,0.654
P14_02,P14,32.282,0.538,59.940,1920x1080,8,0,0,8,4,5,4,5,14.869,0.512
P14_03,P14,20.003,0.333,59.940,1920x1080,2,0,0,2,2,1,2,1,5.999,0.272
P14_04,P14,140.791,2.347,59.940,1920x1080,22,0,0,22,9,8,7,7,9.376,0.526
P14_05,P14,71.154,1.186,59.940,1920x1080,13,0,0,13,6,6,5,5,10.962,0.621
P14_06,P14,64.548,1.076,59.940,1920x1080,0,13,0,13,6,5,6,5,12.084,0.690
P14_07,P14,90.274,1.505,59.940,1920x1080,12,0,0,12,6,4,5,4,7.976,0.691
P14_08,P14,398.031,6.634,59.940,1920x1080,0,33,0,33,12,15,10,14,4.974,0.400
P14_09,P14,253.253,4.221,59.940,1920x1080,36,0,0,36,9,10,8,10,8.529,0.496
P15_01,P15,46.880,0.781,59.940,1920x1080,9,0,0,9,4,7,4,7,11.519,0.503
P15_02,P15,695.194,11.587,59.940,1920x1080,62,0,0,62,23,26,17,24,5.351,0.556
P15_03,P15,330.263,5.504,59.940,1920x1080,43,0,0,43,18,15,15,15,7.812,0.677
P15_04,P15,471.204,7.853,59.940,1920x1080,0,37,0,37,16,19,12,17,4.711,0.618
P15_05,P15,105.372,1.756,59.940,1920x1080,0,14,0,14,10,8,9,7,7.972,0.662
P15_06,P15,503.503,8.392,59.940,1920x1080,0,64,0,64,23,27,16,23,7.627,0.665
P15_07,P15,207.140,3.452,59.940,1920x1080,12,0,0,12,8,6,6,6,3.476,0.366
P15_08,P15,552.569,9.209,59.940,1920x1080,89,0,0,89,15,19,11,19,9.664,0.665
P15_09,P15,386.286,6.438,59.940,1920x1080,24,0,0,24,11,13,10,12,3.728,0.754
P15_10,P15,197.497,3.292,59.940,1920x1080,21,0,0,21,9,12,9,8,6.380,0.638
P15_11,P15,27.511,0.459,59.940,1920x1080,3,0,0,3,3,3,3,3,6.543,0.824
P15_12,P15,61.378,1.023,59.940,1920x1080,5,0,0,5,4,3,3,3,4.888,0.643
P15_13,P15,963.012,16.050,59.940,1920x1080,77,0,0,77,21,24,13,22,4.797,0.475
P16_01,P16,1243.092,20.718,59.940,1920x1080,81,0,0,81,23,18,19,16,3.910,0.428
P16_02,P16,55.706,0.928,59.940,1920x1080,8,0,0,8,5,4,5,4,8.617,0.693
P16_03,P16,213.196,3.553,59.940,1920x1080,14,0,0,14,4,5,4,5,3.940,0.669
P16_04,P16,929.829,15.497,59.940,1920x1080,0,57,0,57,15,15,14,15,3.678,0.692
P17_01,P17,156.239,2.604,47.952,1920x1080,16,0,0,16,11,12,10,11,6.144,0.536
P17_02,P17,545.774,9.096,47.952,1920x1080,0,27,0,27,14,13,12,13,2.968,0.460
P17_03,P17,977.351,16.289,47.952,1920x1080,28,0,0,28,15,13,13,13,1.719,0.582
P17_04,P17,1064.084,17.735,47.952,1920x1080,45,0,0,45,19,15,12,15,2.537,0.179
P18_01,P18,166.433,2.774,59.940,1920x1080,0,43,0,43,15,18,11,15,15.502,0.623
P18_02,P18,190.390,3.173,29.970,1920x1080,0,27,0,27,15,16,13,15,8.509,0.864
P18_03,P18,427.427,7.124,59.940,1920x1080,0,113,0,113,27,40,18,30,15.862,0.793
P18_04,P18,203.770,3.396,59.940,1920x1080,0,38,0,38,13,13,10,13,11.189,0.895
P18_05,P18,594.244,9.904,59.940,1920x1080,0,135,0,135,28,46,18,38,13.631,0.813
P18_06,P18,416.333,6.939,59.940,1920x1080,0,91,0,91,20,26,15,21,13.115,0.692
P18_07,P18,240.073,4.001,59.940,1920x1080,0,53,0,53,16,22,13,21,13.246,0.879
P18_08,P18,66.500,1.108,59.940,1920x1080,0,19,0,19,12,10,10,8,17.143,0.700
P18_09,P18,276.811,4.614,90.000,1920x1080,0,42,0,42,17,20,14,17,9.104,0.709
P18_10,P18,144.795,2.413,59.940,1920x1080,0,46,0,46,14,15,11,13,19.061,0.870
P18_11,P18,410.176,6.836,59.940,1920x1080,0,98,0,98,21,30,16,25,14.335,0.889
P18_12,P18,207.908,3.465,59.940,1920x1080,0,34,0,34,14,13,11,13,9.812,0.901
P19_01,P19,780.663,13.011,59.940,1920x1080,84,0,0,84,20,25,17,24,6.456,0.820
P19_02,P19,73.507,1.225,59.940,1920x1080,5,0,0,5,4,2,4,2,4.081,0.636
P19_03,P19,136.269,2.271,59.940,1920x1080,25,0,0,25,9,8,9,8,11.008,1.177
P19_04,P19,914.113,15.235,59.940,1920x1080,93,0,0,93,25,26,17,23,6.104,0.740
P19_05,P19,79.346,1.322,59.940,1920x1080,0,13,0,13,8,8,7,8,9.830,0.612
P19_06,P19,233.583,3.893,59.940,1920x1080,0,30,0,30,9,7,8,7,7.706,1.009
P20_01,P20,1378.478,22.975,59.940,1920x1080,353,0,0,353,40,39,25,35,15.365,0.928
P20_02,P20,428.194,7.137,59.940,1920x1080,116,0,0,116,18,17,13,16,16.254,0.969
P20_03,P20,213.063,3.551,59.940,1920x1080,58,0,0,58,15,20,11,15,16.333,0.837
P20_04,P20,2251.099,37.518,59.940,1920x1080,395,0,0,395,50,56,30,39,10.528,0.776
P20_05,P20,467.150,7.786,59.940,1920x1080,0,126,0,126,16,17,11,16,16.183,0.824
P20_06,P20,272.672,4.545,59.940,1920x1080,0,70,0,70,19,25,12,22,15.403,0.822
P20_07,P20,101.318,1.689,59.940,1920x1080,0,26,0,26,9,8,6,7,15.397,0.777
P21_01,P21,692.942,11.549,59.940,1920x1080,97,0,0,97,35,46,20,34,8.399,0.743
P21_02,P21,490.607,8.177,59.940,1920x1080,0,60,0,60,28,26,18,24,7.338,0.810
P21_03,P21,585.969,9.766,59.940,1920x1080,75,0,0,75,28,30,18,26,7.680,0.784
P21_04,P21,569.252,9.488,59.940,1920x1080,73,0,0,73,29,29,22,26,7.694,0.801
P22_01,P22,1091.293,18.188,59.940,1920x1080,0,350,0,350,39,61,24,44,19.243,0.808
P22_02,P22,508.742,8.479,59.940,1920x1080,0,217,0,217,26,43,19,31,25.593,0.967
P22_03,P22,1187.971,19.800,59.940,1920x1080,0,484,0,484,37,61,23,38,24.445,0.984
P22_04,P22,389.072,6.485,59.940,1920x1080,0,179,0,179,25,35,17,27,27.604,0.897
P22_05,P22,1236.052,20.601,59.940,1920x1080,492,0,0,492,45,67,27,52,23.882,0.986
P22_06,P22,444.611,7.410,59.940,1920x1080,189,0,0,189,22,36,16,30,25.505,0.989
P22_07,P22,2180.612,36.344,59.940,1920x1080,742,0,0,742,46,100,26,65,20.416,0.872
P22_08,P22,921.154,15.353,59.940,1920x1080,385,0,0,385,34,66,23,44,25.077,0.940
P22_09,P22,426.826,7.114,59.940,1920x1080,191,0,0,191,28,45,17,35,26.849,1.010
P22_10,P22,961.744,16.029,59.940,1920x1080,429,0,0,429,37,61,23,41,26.764,0.948
P22_101,P22,366.880,6.115,50.000,1920x1080,164,0,0,164,19,25,17,23,26.821,0.860
P22_102,P22,230.160,3.836,50.000,1920x1080,139,0,0,139,20,19,16,15,36.236,0.924
P22_103,P22,793.840,13.231,50.000,1920x1080,400,0,0,400,22,43,18,37,30.233,0.859
P22_104,P22,631.340,10.522,50.000,1920x1080,196,0,0,196,16,32,14,32,18.627,0.663
P22_105,P22,68.940,1.149,50.000,1920x1080,17,0,0,17,8,7,8,7,14.795,0.580
P22_106,P22,511.740,8.529,50.000,1920x1080,312,0,0,312,24,43,20,37,36.581,0.925
P22_107,P22,581.020,9.684,50.000,1920x1080,242,0,0,242,23,37,19,32,24.991,0.823
P22_108,P22,217.180,3.620,50.000,1920x1080,105,0,0,105,18,19,14,17,29.008,0.920
P22_109,P22,2008.800,33.480,50.000,1920x1080,817,0,0,817,30,53,25,41,24.403,0.854
P22_11,P22,427.010,7.117,59.940,1920x1080,196,0,0,196,27,45,19,32,27.540,0.889
P22_110,P22,405.340,6.756,50.000,1920x1080,212,0,0,212,18,31,13,28,31.381,0.887
P22_111,P22,1548.020,25.800,50.000,1920x1080,672,0,0,672,32,55,24,47,26.046,0.808
P22_112,P22,394.220,6.570,50.000,1920x1080,172,0,0,172,19,31,17,31,26.178,0.839
P22_113,P22,682.320,11.372,50.000,1920x1080,327,0,0,327,27,51,22,46,28.755,0.794
P22_114,P22,1774.680,29.578,50.000,1920x1080,0,0,745,0,0,0,0,0,0.000,0.000
P22_115,P22,494.120,8.235,50.000,1920x1080,247,0,0,247,21,32,17,31,29.993,0.774
P22_116,P22,496.140,8.269,50.000,1920x1080,223,0,0,223,21,33,17,30,26.968,0.847
P22_117,P22,971.820,16.197,50.000,1920x1080,439,0,0,439,28,48,24,43,27.104,0.836
P22_12,P22,685.552,11.426,59.940,1920x1080,289,0,0,289,33,50,22,36,25.294,0.924
P22_13,P22,500.417,8.340,59.940,1920x1080,246,0,0,246,29,40,18,30,29.495,0.979
P22_14,P22,703.469,11.724,59.940,1920x1080,291,0,0,291,31,58,19,37,24.820,0.931
P22_15,P22,609.008,10.150,59.940,1920x1080,280,0,0,280,28,56,17,39,27.586,0.923
P22_16,P22,1461.679,24.361,59.940,1920x1080,528,0,0,528,36,81,22,60,21.674,0.852
P22_17,P22,1303.903,21.732,59.940,1920x1080,560,0,0,560,38,69,21,49,25.769,0.932
P23_01,P23,91.842,1.531,59.940,1920x1080,14,0,0,14,11,8,9,7,9.146,0.907
P23_02,P23,1668.234,27.804,59.940,1920x1080,203,0,0,203,34,50,16,41,7.301,0.763
P23_03,P23,363.930,6.066,59.940,1920x1080,44,0,0,44,18,17,11,16,7.254,0.758
P23_04,P23,2247.429,37.457,59.940,1920x1080,188,0,0,188,33,45,14,38,5.019,0.674
P23_05,P23,1168.902,19.482,59.940,1920x1080,0,104,0,104,24,38,14,33,5.338,0.614
P23_101,P23,1746.100,29.102,50.000,1920x1080,353,0,0,353,20,42,16,35,12.130,0.927
P23_102,P23,3569.520,59.492,50.000,1920x1080,629,0,0,629,20,46,17,43,10.573,0.733
P23_103,P23,2099.400,34.990,50.000,1920x1080,0,0,360,0,0,0,0,0,0.000,0.000
P24_01,P24,725.241,12.087,59.940,1920x1080,95,0,0,95,29,32,21,25,7.859,0.576
P24_02,P24,812.061,13.534,59.940,1920x1080,155,0,0,155,37,33,19,25,11.452,0.682
P24_03,P24,489.539,8.159,59.940,1920x1080,120,0,0,120,17,20,11,18,14.708,0.885
P24_04,P24,493.810,8.230,59.940,1920x1080,122,0,0,122,26,25,15,20,14.824,0.851
P24_05,P24,1600.902,26.682,59.940,1920x1080,314,0,0,314,46,53,23,36,11.768,0.725
P24_06,P24,566.299,9.438,59.940,1920x1080,103,0,0,103,16,20,9,16,10.913,0.833
P24_07,P24,911.477,15.191,59.940,1920x1080,187,0,0,187,32,40,17,33,12.310,0.834
P24_08,P24,1512.880,25.215,59.940,1920x1080,361,0,0,361,43,65,19,41,14.317,0.803
P24_09,P24,1968.601,32.810,59.940,1920x1080,0,347,0,347,42,57,22,38,10.576,0.781
P25_01,P25,115.115,1.919,59.940,1920x1080,16,0,0,16,7,8,7,8,8.339,0.416
P25_02,P25,253.620,4.227,59.940,1920x1080,33,0,0,33,11,13,8,13,7.807,0.694
P25_03,P25,181.681,3.028,59.940,1920x1080,15,0,0,15,9,8,9,7,4.954,0.630
P25_04,P25,594.227,9.904,59.940,1920x1080,65,0,0,65,14,19,10,16,6.563,0.737
P25_05,P25,1491.744,24.862,59.940,1920x1080,152,0,0,152,23,30,14,27,6.114,0.563
P25_06,P25,207.290,3.455,59.940,1920x1080,0,34,0,34,13,16,10,16,9.841,0.514
P25_07,P25,275.258,4.588,59.940,1920x1080,0,41,0,41,14,16,11,16,8.937,0.640
P25_08,P25,160.344,2.672,59.940,1920x1080,0,22,0,22,13,13,10,13,8.232,0.680
P25_09,P25,876.292,14.605,59.940,1920x1080,119,0,0,119,25,25,17,25,8.148,0.726
P25_10,P25,374.624,6.244,59.940,1920x1080,39,0,0,39,13,12,10,12,6.246,0.597
P25_101,P25,435.860,7.264,50.000,1920x1080,127,0,0,127,20,17,17,17,17.483,0.680
P25_102,P25,497.780,8.296,50.000,1920x1080,132,0,0,132,14,24,11,22,15.911,0.735
P25_103,P25,495.440,8.257,50.000,1920x1080,112,0,0,112,20,20,17,20,13.564,0.682
P25_104,P25,810.120,13.502,50.000,1920x1080,263,0,0,263,17,28,14,24,19.479,0.794
P25_105,P25,1547.620,25.794,50.000,1920x1080,0,0,437,0,0,0,0,0,0.000,0.000
P25_106,P25,1619.820,26.997,50.000,1920x1080,301,0,0,301,21,36,17,32,11.149,0.705
P25_107,P25,2212.960,36.883,50.000,1920x1080,510,0,0,510,24,19,19,18,13.828,0.750
P25_11,P25,378.378,6.306,59.940,1920x1080,56,0,0,56,16,18,11,17,8.880,0.582
P25_12,P25,96.046,1.601,59.940,1920x1080,17,0,0,17,6,8,6,8,10.620,0.696
P26_01,P26,79.713,1.329,59.940,1920x1080,25,0,0,25,9,11,7,10,18.818,0.725
P26_02,P26,464.698,7.745,59.940,1920x1080,94,0,0,94,23,19,16,17,12.137,0.547
P26_03,P26,312.496,5.208,59.940,1920x1080,58,0,0,58,12,16,7,12,11.136,0.558
P26_04,P26,145.462,2.424,59.940,1920x1080,39,0,0,39,11,14,8,14,16.087,0.680
P26_05,P26,45.445,0.757,59.940,1920x1080,11,0,0,11,6,7,5,7,14.523,0.699
P26_06,P26,27.277,0.455,59.940,1920x1080,6,0,0,6,5,4,5,4,13.198,0.715
P26_07,P26,24.374,0.406,59.940,1920x1080,5,0,0,5,4,3,4,3,12.308,0.793
P26_08,P26,51.685,0.861,59.940,1920x1080,9,0,0,9,5,5,5,5,10.448,0.791
P26_09,P26,122.155,2.036,59.940,1920x1080,26,0,0,26,12,10,9,10,12.771,0.766
P26_10,P26,134.067,2.234,59.940,1920x1080,32,0,0,32,10,16,8,15,14.321,0.685
P26_101,P26,100.220,1.670,50.000,1920x1080,24,0,0,24,7,8,5,8,14.368,0.655
P26_102,P26,181.960,3.033,50.000,1920x1080,35,0,0,35,9,13,8,11,11.541,0.836
P26_103,P26,599.460,9.991,50.000,1920x1080,157,0,0,157,16,14,12,13,15.714,0.862
P26_104,P26,690.020,11.500,50.000,1920x1080,171,0,0,171,23,33,19,27,14.869,0.832
P26_105,P26,490.160,8.169,50.000,1920x1080,171,0,0,171,15,34,13,28,20.932,0.789
P26_106,P26,88.480,1.475,50.000,1920x1080,22,0,0,22,7,9,7,9,14.919,0.776
P26_107,P26,163.600,2.727,50.000,1920x1080,28,0,0,28,9,10,8,10,10.269,0.663
P26_108,P26,195.720,3.262,50.000,1920x1080,36,0,0,36,10,11,9,10,11.036,0.713
P26_109,P26,25.820,0.430,50.000,1920x1080,7,0,0,7,4,5,4,5,16.266,0.507
P26_11,P26,98.148,1.636,59.940,1920x1080,24,0,0,24,6,11,4,11,14.672,0.456
P26_110,P26,264.740,4.412,50.000,1920x1080,86,0,0,86,15,19,13,18,19.491,0.713
P26_111,P26,172.220,2.870,50.000,1920x1080,41,0,0,41,10,10,9,9,14.284,0.909
P26_112,P26,397.500,6.625,50.000,1920x1080,125,0,0,125,12,17,9,15,18.868,0.917
P26_113,P26,68.880,1.148,50.000,1920x1080,17,0,0,17,7,8,5,8,14.808,0.511
P26_114,P26,57.540,0.959,50.000,1920x1080,13,0,0,13,5,5,5,5,13.556,0.683
P26_115,P26,206.420,3.440,50.000,1920x1080,67,0,0,67,10,22,9,21,19.475,0.690
P26_116,P26,200.260,3.338,50.000,1920x1080,67,0,0,67,10,22,10,19,20.074,0.876
P26_117,P26,712.460,11.874,50.000,1920x1080,132,0,0,132,11,19,10,17,11.116,0.591
P26_118,P26,414.160,6.903,50.000,1920x1080,97,0,0,97,12,16,9,15,14.053,0.744
P26_119,P26,694.680,11.578,50.000,1920x1080,147,0,0,147,15,26,13,24,12.696,0.880
P26_12,P26,18.652,0.311,59.940,1920x1080,6,0,0,6,5,4,5,4,19.301,0.581
P26_120,P26,197.800,3.297,50.000,1920x1080,0,0,53,0,0,0,0,0,0.000,0.000
P26_121,P26,113.800,1.897,50.000,1920x1080,0,0,33,0,0,0,0,0,0.000,0.000
P26_122,P26,305.680,5.095,50.000,1920x1080,0,0,73,0,0,0,0,0,0.000,0.000
P26_123,P26,469.800,7.830,50.000,1920x1080,0,0,58,0,0,0,0,0,0.000,0.000
P26_124,P26,774.240,12.904,50.000,1920x1080,216,0,0,216,18,37,14,32,16.739,0.862
P26_13,P26,123.223,2.054,59.940,1920x1080,27,0,0,27,12,10,6,9,13.147,0.656
P26_14,P26,32.432,0.541,59.940,1920x1080,2,0,0,2,2,2,2,2,3.700,0.253
P26_15,P26,35.769,0.596,59.940,1920x1080,8,0,0,8,6,5,6,5,13.419,0.886
P26_16,P26,65.082,1.085,59.940,1920x1080,13,0,0,13,9,7,8,6,11.985,0.799
P26_17,P26,66.400,1.107,59.940,1920x1080,12,0,0,12,5,6,3,6,10.843,0.777
P26_18,P26,448.131,7.469,59.940,1920x1080,45,0,0,45,13,16,7,11,6.025,0.744
P26_19,P26,471.988,7.866,59.940,1920x1080,91,0,0,91,16,22,8,18,11.568,0.751
P26_20,P26,37.504,0.625,59.940,1920x1080,8,0,0,8,6,4,5,4,12.799,0.561
P26_21,P26,465.465,7.758,59.940,1920x1080,89,0,0,89,22,29,15,23,11.472,0.669
P26_22,P26,140.207,2.337,59.940,1920x1080,22,0,0,22,10,9,6,8,9.415,0.800
P26_23,P26,85.552,1.426,59.940,1920x1080,14,0,0,14,9,7,7,7,9.819,0.675
P26_24,P26,58.425,0.974,59.940,1920x1080,9,0,0,9,5,7,5,7,9.243,0.808
P26_25,P26,39.339,0.656,59.940,1920x1080,2,0,0,2,1,2,1,2,3.050,0.296
P26_26,P26,70.370,1.173,59.940,1920x1080,10,0,0,10,6,6,6,6,8.526,0.805
P26_27,P26,27.995,0.467,59.940,1920x1080,1,0,0,1,1,1,1,1,2.143,0.091
P26_28,P26,131.982,2.200,59.940,1920x1080,30,0,0,30,14,11,9,11,13.638,0.830
P26_29,P26,55.472,0.925,59.940,1920x1080,13,0,0,13,7,8,7,8,14.061,0.624
P26_30,P26,15.282,0.255,59.940,1920x1080,0,3,0,3,3,3,3,3,11.779,0.575
P26_31,P26,90.040,1.501,59.940,1920x1080,0,18,0,18,8,9,7,5,11.995,0.509
P26_32,P26,81.765,1.363,59.940,1920x1080,0,15,0,15,7,8,7,8,11.007,0.382
P26_33,P26,38.105,0.635,59.940,1920x1080,0,5,0,5,5,4,5,4,7.873,0.459
P26_34,P26,107.057,1.784,59.940,1920x1080,0,12,0,12,10,7,10,6,6.725,0.830
P26_35,P26,164.398,2.740,59.940,1920x1080,0,34,0,34,13,15,11,11,12.409,0.622
P26_36,P26,209.893,3.498,59.940,1920x1080,0,39,0,39,15,13,11,13,11.149,0.802
P26_37,P26,63.030,1.050,59.940,1920x1080,0,12,0,12,9,6,9,6,11.423,0.811
P26_38,P26,58.125,0.969,59.940,1920x1080,0,9,0,9,5,5,5,5,9.290,0.948
P26_39,P26,56.757,0.946,59.940,1920x1080,0,10,0,10,4,6,4,6,10.571,0.865
P26_40,P26,69.686,1.161,59.940,1920x1080,0,15,0,15,10,7,9,7,12.915,0.807
P26_41,P26,116.750,1.946,59.940,1920x1080,0,24,0,24,12,10,9,10,12.334,0.704
P27_01,P27,282.149,4.702,59.940,1920x1080,42,0,0,42,11,16,8,14,8.931,0.559
